name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunazimuth,sunelevation,stations,source
Durango CO,2025-08-14T15:00:00,90.1,86,24.7,9.42,0,0,,0,0,18.3,6.8,254,1011,0,9.9,641,2.3,6,231.8,57.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-14T16:00:00,91.2,86.9,28.3,10.54,0,0,,0,0,21.9,10.8,190,1010.6,0,9.9,356,1.3,4,248.5,46.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-14T17:00:00,91.3,87,30.8,11.64,0,0,,0,0,17.2,13.6,229,1010.3,0,9.9,554,2,6,260.4,35.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-14T18:00:00,88.3,84.5,28.3,11.52,0,0,,0,0,16.6,9.3,248,1010.8,0,9.9,280,1,3,270.1,23.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-14T19:00:00,86.3,82.9,28.4,12.32,0,0,,0,0,14.5,8,238,1010.7,1.2,9.9,85,0.3,1,278.9,11.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-14T20:00:00,83.3,80.6,25.7,12.14,0,0,,0,0,9.6,4.9,230,1010.8,0,9.9,24,0.1,0,287.7,0.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-14T21:00:00,79.4,79.4,35.1,20.16,0,0,,0,0,8.7,7.3,179,1011.4,26.1,9.9,1,0,0,297.3,-11.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-14T22:00:00,80.1,78.5,32.4,17.72,0,0,,0,0,20.7,10.5,325,1011.4,94.4,9.9,0,0,0,308.3,-21.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-14T23:00:00,78.1,78.1,34.4,20.52,0,0,,0,0,35.8,5.3,222,1010.8,0,9.9,0,0,0,321.4,-29.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T00:00:00,76.8,76.8,36.4,23.16,0,0,,0,0,4.9,8,245,1011,82.6,9.9,0,0,0,337.1,-35.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T01:00:00,70.3,70.3,36.3,28.76,0,0,,0,0,9.4,8,65,1011.9,24.8,9.9,0,0,0,355,-38.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T02:00:00,68.2,68.2,35.5,29.82,0,0,,0,0,8.7,4.8,360,1011.1,1.2,9.9,0,0,0,13.5,-37.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T03:00:00,64.6,64.6,36.3,35.01,0,0,,0,0,8.3,3.5,38,1011.4,1.2,9.9,0,0,0,30.6,-33.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T04:00:00,62.4,62.4,36.4,37.87,0,0,,0,0,9.6,3.3,352,1011.9,0,9.9,0,0,0,45.1,-25.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T05:00:00,58.3,58.3,37.4,45.7,0,0,,0,0,12.1,0.4,292,1012.6,24.8,9.9,0,0,0,57.1,-16.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T06:00:00,57.4,57.4,35.3,43.46,0,0,,0,0,13.2,3.5,22,1013.3,24.8,9.9,0,0,0,67.4,-6.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T07:00:00,57.3,57.3,37.2,46.98,0,0,,0,0,13,0.1,298,1014,2.4,9.9,8,0,0,76.5,5.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T08:00:00,61.5,61.5,36.3,39.07,0,0,,0,0,11.4,0,297,1014.9,2.3,9.9,76,0.3,1,85.3,17.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T09:00:00,66.2,66.2,38.3,35.71,0,0,,0,0,9.4,3.4,99,1015.1,4,9.9,150,0.5,2,94.4,28.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T10:00:00,73.1,73.1,37.4,27.31,0,0,,0,0,15,3.2,566,1014.1,5.7,9.9,354,1.3,4,104.9,40.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T11:00:00,77.2,77.2,38.3,24.58,0,0,,0,0,15.9,0.2,293,1013.8,1.2,9.9,709,2.6,7,118.7,51.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T12:00:00,80.3,78.9,37.5,21.55,0,0,,0,0,23,5,204,1013.1,0,9.9,862,3.1,9,139.2,61.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T13:00:00,83.1,80.6,37.4,19.66,0,0,,0,0,21.9,1,278,1012.9,2.3,9.9,930,3.3,9,170.3,66.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T14:00:00,87.9,84.2,38.3,17.44,0,0,,0,0,23.4,11.6,222,1012,26.1,9.9,473,1.7,5,205.5,64.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T15:00:00,87,83.6,40,19.17,0,0,,0,0,27.5,18.1,268,1012.6,4,9.8,223,0.8,2,231.4,57,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T16:00:00,85.9,82.7,40.1,19.9,0,0,,0,0,29.9,15.4,261,1012.8,4,9.9,418,1.5,4,248.2,46.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T17:00:00,83.4,80.9,40.3,21.82,0,0,,0,0,27.3,18.9,262,1013.8,0,9.9,614,2.2,6,260.1,35.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T18:00:00,81.7,80,43.3,25.85,0,0,,0,0,31.3,22.9,253,1013.8,4.5,9.9,355,1.3,4,269.8,23.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T19:00:00,74.9,74.9,45,34.54,0,0,,0,0,32.4,16.9,263,1015.8,4,9.9,99,0.4,1,278.7,11.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T20:00:00,71.9,71.9,46.2,39.92,0,0,,0,0,21.7,12.6,253,1016.4,98.9,9.9,18,0.1,0,287.5,0.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T21:00:00,70.8,70.8,46.5,41.82,0,0,,0,0,13,6.9,238,1016.7,100,9.9,0,0,0,297.1,-11.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T22:00:00,68,68,50.2,52.98,0,0,,0,0,11.2,6,106,1017.2,97.7,9.9,0,0,0,308.1,-21.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-15T23:00:00,67.8,67.8,50.3,53.44,0.001,100,rain,0,0,8.3,0.4,291,1017.1,99.7,9.9,0,0,0,321.2,-29.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T00:00:00,65,65,50.4,59.25,0.001,100,rain,0,0,5.1,0,297,1016.9,31.7,9.9,0,0,0,337,-36,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T01:00:00,62.2,62.2,49.3,62.62,0,0,,0,0,6,0,297,1016.6,6,9.9,0,0,0,355,-39,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T02:00:00,62,62,50.5,65.81,0,0,,0,0,6,0.2,293,1016,97.7,9.9,0,0,0,13.7,-38.1,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T03:00:00,62.7,62.7,50.3,64.02,0,0,,0,0,5.8,3.2,322,1016.1,95.2,9.9,0,0,0,30.8,-33.5,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T04:00:00,60.9,60.9,49.2,65.33,0,0,rain,0,0,6.5,0.4,288,1015.9,88.3,9.9,0,0,0,45.3,-26.2,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T05:00:00,60.7,60.7,49,65.26,0,0,,0,0,6.7,0.3,288,1016.1,93.2,9.9,0,0,0,57.4,-16.9,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T06:00:00,60.6,60.6,50,68.01,0,0,,0,0,6.9,0.3,294,1016.5,93.2,9.9,1,0,0,67.7,-6.3,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T07:00:00,57.6,57.6,48.9,72.6,0,0,,0,0,6.9,0.2,292,1018.2,24.8,9.9,62,0.2,1,76.8,5.2,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T08:00:00,61.8,61.8,50.1,65.51,0,0,,0,0,7.6,0.3,289,1018.6,0,9.9,249,0.9,2,85.6,16.9,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T09:00:00,66.7,66.7,49,53.04,0,0,,0,0,9.6,4.5,260,1018.5,0,9.9,438,1.6,4,94.7,28.8,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T10:00:00,71.8,71.8,44.6,37.66,0,0,,0,0,17,10.7,262,1018.1,1.2,9.9,612,2.2,6,105.3,40.5,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T11:00:00,75.7,75.7,41.5,29.34,0,0,,0,0,21.7,8.7,243,1017.4,4,9.9,737,2.7,7,119.1,51.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T12:00:00,78.9,78.9,41.3,26.22,0,0,,0,0,21.9,10.9,260,1016.8,2.3,9.9,451,1.6,5,139.6,60.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T13:00:00,80.1,78.9,40.1,24.03,0,0,,0,0,26,9.5,277,1016.3,0,9.9,552,2,6,170.6,65.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T14:00:00,82.2,80.1,39.9,22.3,0,0,,0,0,22.8,10.3,234,1015.4,0,9.9,518,1.9,5,205.4,64.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T15:00:00,84,81.3,39.8,20.95,0,0,,0,0,28.7,9.7,243,1014.3,0,9.9,733,2.6,7,231.1,56.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T16:00:00,84.8,81.9,38.9,19.68,0,0,,0,0,23,13.8,252,1013.8,0,9.9,372,1.3,4,247.9,46.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T17:00:00,84.9,81.9,38.1,19.01,0,0,,0,0,25.2,13.9,235,1013.4,0,9.9,291,1,3,259.9,35,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T18:00:00,83.2,80.7,38,20.05,0,0,,0,0,24.2,18.1,252,1013.3,0,9.9,119,0.4,1,269.6,23.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T19:00:00,82.3,80,37.2,19.98,0,0,,0,0,21.7,14.9,261,1013.7,0,9.9,145,0.5,1,278.4,11.2,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T20:00:00,78.3,78.3,37.1,22.69,0,0,,0,0,19,10.3,262,1014.2,0,9.9,102,0.4,1,287.3,0.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T21:00:00,73.8,73.8,35.4,24.61,0,0,,0,0,12.3,8.9,275,1014.5,46.6,9.9,1,0,0,296.9,-11.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T22:00:00,71.7,71.7,36.1,27.16,0,0,,0,0,11.2,6.9,269,1014.7,0,9.9,0,0,0,307.9,-21.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-16T23:00:00,68.8,68.8,36,29.86,0,0,,0,0,9.8,6.9,250,1014.8,0,9.9,0,0,0,321.1,-30.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T00:00:00,62.8,62.8,37.1,38.45,0,0,,0,0,9.8,3.5,352,1015.8,0,9.9,0,0,0,336.9,-36.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T01:00:00,59.1,59.1,37,43.7,0,0,,0,0,10.5,3.6,40,1015.9,0,9.9,0,0,0,355.1,-39.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T02:00:00,54.2,54.2,35.1,48.35,0,0,,0,0,11.4,5.8,31,1016.3,0,9.9,0,0,0,13.8,-38.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T03:00:00,53.2,53.2,35.2,50.35,0,0,,0,0,12.5,3.5,346,1015.9,0,9.9,0,0,0,31,-33.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T04:00:00,53.9,53.9,37.1,52.7,0,0,,0,0,13.2,5.9,346,1015.5,0,9.9,0,0,0,45.6,-26.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T05:00:00,53.9,53.9,37.1,52.76,0,0,,0,0,13.6,0.3,293,1015.6,0,9.9,0,0,0,57.7,-17.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T06:00:00,48.2,48.2,35.1,60.37,0,0,,0,0,13.9,0.4,295,1016.9,0,9.9,0,0,0,67.9,-6.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T07:00:00,49,48.2,35.2,58.74,0,0,,0,0,13.9,3.4,62,1017.4,0,9.9,5,0,0,77.1,5.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T08:00:00,56.2,56.2,38.1,50.47,0,0,,0,0,13.6,0.4,295,1017.7,0,9.9,139,0.5,1,85.9,16.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T09:00:00,65.1,65.1,39,38.09,0,0,,0,0,12.1,0.3,296,1017.6,0,9.9,351,1.3,4,95.1,28.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T10:00:00,73.2,73.2,38.9,28.84,0,0,,0,0,15,4.6,565,1016.7,0,9.9,559,2,6,105.7,40.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T11:00:00,79.2,79.2,34.3,19.77,0,0,,0,0,19,3.4,575,1016.3,0,9.9,725,2.6,7,119.6,51.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T12:00:00,82.2,79.9,34.2,17.76,0,0,,0,0,22.6,5.4,256.1,1015.8,0,9.9,885,3.2,9,140.1,60.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T13:00:00,85.9,82.6,31.1,13.94,0,0,,0,0,20.8,6.9,589,1014.9,0,9.9,1026,3.7,10,170.8,65.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T14:00:00,87.2,83.6,31.1,13.35,0,0,,0,0,27.7,8.9,254,1014.8,0,9.9,719,2.6,7,205.3,63.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T15:00:00,88,84.2,31.1,13.02,0,0,,0,0,22.6,5.8,585,1014,0,9.9,802,2.9,8,230.9,56.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T16:00:00,88.2,84.4,33.3,14.16,0,0,,0,0,18.7,10.7,252,1013.2,0,9.9,769,2.8,8,247.6,46.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T17:00:00,89,85.1,32.1,13.19,0,0,,0,0,24,11.4,225,1012.5,46.6,9.9,750,2.7,8,259.6,34.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T18:00:00,87.2,83.6,33.2,14.53,0,0,,0,0,21,14.9,252,1013.2,0,9.9,448,1.6,4,269.3,22.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T19:00:00,84.1,81.2,30.9,14.67,0,0,,0,0,20.8,11.4,213,1013.4,0,9.9,297,1.1,3,278.2,11,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T20:00:00,80.2,78.6,32.1,17.48,0,0,,0,0,17,8,243,1013.3,0,9.9,83,0.3,1,287.1,-0.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T21:00:00,74.7,74.7,32.3,21.15,0,0,,0,0,11.9,6.8,247,1013.6,0,9.9,1,0,0,296.7,-11.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T22:00:00,72.9,72.9,32.2,22.33,0,0,,0,0,11.4,3.4,242,1013.4,0,9.9,0,0,0,307.7,-21.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-17T23:00:00,64.2,64.2,34,32.26,0,0,,0,0,10.1,3.7,4,1013.9,0,9.9,0,0,0,320.9,-30.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T00:00:00,60.4,60.4,32.2,34.37,0,0,,0,0,11.2,0.4,290,1014.2,0,9.9,0,0,0,336.9,-36.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T01:00:00,56.3,56.3,32.1,39.65,0,0,,0,0,12.1,0.4,292,1014.2,0,9.9,0,0,0,355.1,-39.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T02:00:00,57.9,57.9,33.1,39.12,0,0,,0,0,13.9,4.8,3,1013.8,1.1,9.9,0,0,0,14,-38.7,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T03:00:00,57,57,31,37.07,0,0,,0,0,14.3,0.3,294,1014.1,0.6,9.9,0,0,0,31.2,-34.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T04:00:00,53.3,53.3,31,42.32,0,0,,0,0,14.3,3.4,78,1015.3,2,9.9,0,0,0,45.8,-26.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T05:00:00,55.2,55.2,33.1,43.03,0,0,,0,0,13.4,5.8,14,1015.6,1.8,9.9,0,0,0,57.9,-17.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T06:00:00,53.2,53.2,33.2,46.54,0,0,,0,0,11.9,0.4,295,1016.5,0,9.9,0,0,0,68.2,-6.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T07:00:00,52.3,52.3,31.1,44.16,0,0,,0,0,11.6,4.8,32,1017.7,2.3,9.9,7,0,0,77.4,4.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T08:00:00,61.1,61.1,35.1,37.7,0,0,,0,0,12.3,0.4,294,1017.4,24.8,9.9,147,0.5,1,86.2,16.6,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T09:00:00,68.1,68.1,33.4,27.61,0,0,,0,0,11.9,0.2,300,1017.6,0,9.9,275,1,3,95.4,28.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T10:00:00,75,75,35.1,23.33,0,0,,0,0,11.2,0.2,300,1017.1,0,9.9,462,1.7,5,106.1,40.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T11:00:00,82.2,80,36.9,19.85,0,0,,0,0,11.4,6.7,545,1017,24.8,9.9,685,2.5,7,120,51.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T12:00:00,83.3,80.7,34.1,17.08,0,0,,0,0,16.1,5.8,133,1016.6,0,9.9,863,3.1,9,140.5,60.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T13:00:00,88.2,84.4,33.3,14.15,0,0,,0,0,19.7,5.9,543,1015.7,0,9.9,834,3,8,171,65.3,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T14:00:00,90.1,86,33.2,13.31,0,0,,0,0,19.7,5.7,219.7,1014.4,0,9.9,837,3,8,205.1,63.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T15:00:00,92.1,87.6,29.3,10.67,0,0,,0,0,20.8,11.1,250,1013.5,0,9.9,978,3.5,10,230.6,56.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T16:00:00,93.8,89.2,32,11.31,0,0,,0,0,22.7,13.6,259,1012.9,0,9.9,880,3.2,9,247.3,45.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T17:00:00,92.1,87.7,30.1,11,0,0,,0,0,20.9,12.5,250,1012.5,0,9.9,514,1.9,5,259.3,34.5,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T18:00:00,91.2,86.9,29.9,11.23,0,0,,0,0,18.3,11.4,270,1012.9,0,9.9,530,1.9,5,269.1,22.6,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T19:00:00,90,85.9,29.1,11.32,0,0,,0,0,18.6,7.2,242,1013.2,0,9.9,315,1.1,3,278,10.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T20:00:00,84,81.1,30.1,14.25,0,0,,0,0,15.7,3.6,288,1013.3,0,9.9,84,0.3,0,286.9,-1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T21:00:00,78.2,78.2,35.7,21.55,0,0,,0,0,11.2,7.1,9,1013.9,0,9.9,0,0,0,296.5,-12.1,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T22:00:00,72,72,40.6,32.1,0,0,,0,0,11.2,8,37,1014.7,0,9.9,0,0,0,307.5,-22.2,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-18T23:00:00,68.2,68.2,39.3,34.82,0,0,,0,0,11,3.8,71,1015,0,9.9,0,0,0,320.8,-30.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-19T00:00:00,68,68,39.5,35.27,0,0,,0,0,10.5,3.4,96,1015.2,0,9.9,0,0,0,336.8,-37,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-19T01:00:00,65.8,65.8,40.6,39.61,0,0,,0,0,11.2,6.8,88,1015.7,0,9.9,0,0,0,355.2,-39.9,"KDRO,CSU82,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-19T02:00:00,67.6,67.6,38,33.64,0,0,,0,0,13.4,0.4,291,1015.7,0,9.9,0,0,0,14.1,-39,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-19T03:00:00,63.9,63.9,43.6,47.54,0,0,,0,0,15.2,3.8,71,1016.5,0,9.9,0,0,0,31.5,-34.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-19T04:00:00,62.7,62.7,43.6,49.52,0,0,,0,0,15.4,4.7,21,1016.6,0,9.9,0,0,0,46.1,-26.9,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-19T05:00:00,59,59,42.7,54.57,0,0,,0,0,16.1,0.2,299,1017.9,0,9.9,0,0,0,58.2,-17.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-19T06:00:00,57.7,57.7,41.7,55.12,0,0,,0,0,16.1,6.7,2,1018.5,0,9.9,0,0,0,68.5,-6.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-19T07:00:00,56.9,56.9,42,57.48,0,0,,0,0,15.2,3.3,30,1019.7,0,9.9,4,0,0,77.7,4.8,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-19T08:00:00,63.1,63.1,43.1,47.95,0,0,,0,0,14.3,0.2,300,1020.3,0,9.9,127,0.5,1,86.5,16.5,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-19T09:00:00,71.2,71.2,44,37.67,0,0,,0,0,14.1,0.2,299,1020,0,9.9,327,1.2,3,95.8,28.4,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
Durango CO,2025-08-19T10:00:00,77.3,77.3,46.3,33.47,0,0,,0,0,14.5,0.4,282,1019.8,0,9.9,528,1.9,5,106.5,40.1,"TS761,KDRO,USW00093005,72476793069,KCEZ,72462593005,KFMN",obs
